بسم الله الرحمن الرحيم,بسم الله الرحمن الرحيم
آتيناهم الكتاب يعرفونه يعرفون أبناءهم خسروا أنفسهم فهم يؤمنون,الذين آتيناهم الكتاب يعرفونه كما يعرفون أبناءهم الذين خسروا أنفسهم فهم لا يؤمنون
أظلم ممن افترى الله كذبا كذب بآياته إنه يفلح الظالمون,ومن أظلم ممن افترى على الله كذبا أو كذب بآياته إنه لا يفلح الظالمون
ويوم نحشرهم جميعا نقول للذين أشركوا شركاؤكم كنتم تزعمون,ويوم نحشرهم جميعا ثم نقول للذين أشركوا أين شركاؤكم الذين كنتم تزعمون
تكن فتنتهم إلا قالوا والله ربنا كنا مشركين,ثم لم تكن فتنتهم إلا أن قالوا والله ربنا ما كنا مشركين
انظر كذبوا أنفسهم وضل عنهم كانوا يفترون,انظر كيف كذبوا على أنفسهم وضل عنهم ما كانوا يفترون
ومنهم يستمع إليك وجعلنا قلوبهم أكنة يفقهوه آذانهم وقرا وإن يروا آية يؤمنوا جاءوك يجادلونك يقول كفروا إلا أساطير الأولين,ومنهم من يستمع إليك وجعلنا على قلوبهم أكنة أن يفقهوه وفي آذانهم وقرا وإن يروا كل آية لا يؤمنوا بها حتى إذا جاءوك يجادلونك يقول الذين كفروا إن هذا إلا أساطير الأولين
وهم ينهون وينأون وإن يهلكون إلا أنفسهم وما يشعرون,وهم ينهون عنه وينأون عنه وإن يهلكون إلا أنفسهم وما يشعرون
ولو ترى وقفوا النار فقالوا يا ليتنا نرد نكذب بآيات ربنا ونكون المؤمنين,ولو ترى إذ وقفوا على النار فقالوا يا ليتنا نرد ولا نكذب بآيات ربنا ونكون من المؤمنين
بدا كانوا يخفون ولو ردوا لعادوا نهوا وإنهم لكاذبون,بل بدا لهم ما كانوا يخفون من قبل ولو ردوا لعادوا لما نهوا عنه وإنهم لكاذبون
وقالوا إلا حياتنا الدنيا وما بمبعوثين,وقالوا إن هي إلا حياتنا الدنيا وما نحن بمبعوثين
ولو ترى وقفوا ربهم أليس بالحق قالوا وربنا فذوقوا العذاب بما كنتم تكفرون,ولو ترى إذ وقفوا على ربهم قال أليس هذا بالحق قالوا بلى وربنا قال فذوقوا العذاب بما كنتم تكفرون
خسر كذبوا بلقاء الله جاءتهم الساعة قالوا يا حسرتنا فرطنا وهم يحملون أوزارهم ظهورهم يزرون,قد خسر الذين كذبوا بلقاء الله حتى إذا جاءتهم الساعة بغتة قالوا يا حسرتنا على ما فرطنا فيها وهم يحملون أوزارهم على ظهورهم ألا ساء ما يزرون
وما الحياة الدنيا إلا لعب ولهو وللدار الآخرة خير للذين يتقون أفلا تعقلون,وما الحياة الدنيا إلا لعب ولهو وللدار الآخرة خير للذين يتقون أفلا تعقلون
نعلم إنه ليحزنك يقولون فإنهم يكذبونك الظالمين بآيات الله يجحدون,قد نعلم إنه ليحزنك الذي يقولون فإنهم لا يكذبونك ولكن الظالمين بآيات الله يجحدون
ولقد كذبت رسل قبلك فصبروا كذبوا وأوذوا أتاهم نصرنا مبدل لكلمات الله ولقد جاءك نبإ المرسلين,ولقد كذبت رسل من قبلك فصبروا على ما كذبوا وأوذوا حتى أتاهم نصرنا ولا مبدل لكلمات الله ولقد جاءك من نبإ المرسلين
وإن كبر إعراضهم استطعت تبتغي نفقا الأرض سلما السماء فتأتيهم بآية ولو شاء الله لجمعهم الهدى فلا تكونن الجاهلين,وإن كان كبر عليك إعراضهم فإن استطعت أن تبتغي نفقا في الأرض أو سلما في السماء فتأتيهم بآية ولو شاء الله لجمعهم على الهدى فلا تكونن من الجاهلين
إنما يستجيب يسمعون والموتى يبعثهم الله إليه يرجعون,إنما يستجيب الذين يسمعون والموتى يبعثهم الله ثم إليه يرجعون
وقالوا نزل آية ربه قل الله قادر ينزل آية أكثرهم يعلمون,وقالوا لولا نزل عليه آية من ربه قل إن الله قادر على أن ينزل آية ولكن أكثرهم لا يعلمون
وما دابة الأرض طائر يطير بجناحيه إلا أمم أمثالكم فرطنا الكتاب شيء ربهم يحشرون,وما من دابة في الأرض ولا طائر يطير بجناحيه إلا أمم أمثالكم ما فرطنا في الكتاب من شيء ثم إلى ربهم يحشرون
والذين كذبوا بآياتنا صم وبكم الظلمات يشإ الله يضلله يشأ يجعله صراط مستقيم,والذين كذبوا بآياتنا صم وبكم في الظلمات من يشإ الله يضلله ومن يشأ يجعله على صراط مستقيم
قل أرأيتكم أتاكم عذاب الله أتتكم الساعة أغير الله تدعون كنتم صادقين,قل أرأيتكم إن أتاكم عذاب الله أو أتتكم الساعة أغير الله تدعون إن كنتم صادقين
تدعون فيكشف تدعون إليه شاء وتنسون تشركون,بل إياه تدعون فيكشف ما تدعون إليه إن شاء وتنسون ما تشركون
ولقد أرسلنا أمم قبلك فأخذناهم بالبأساء والضراء لعلهم يتضرعون,ولقد أرسلنا إلى أمم من قبلك فأخذناهم بالبأساء والضراء لعلهم يتضرعون
فلولا جاءهم بأسنا تضرعوا قست قلوبهم وزين الشيطان كانوا يعملون,فلولا إذ جاءهم بأسنا تضرعوا ولكن قست قلوبهم وزين لهم الشيطان ما كانوا يعملون
فلما نسوا ذكروا فتحنا عليهم أبواب شيء فرحوا بما أوتوا أخذناهم فإذا مبلسون,فلما نسوا ما ذكروا به فتحنا عليهم أبواب كل شيء حتى إذا فرحوا بما أوتوا أخذناهم بغتة فإذا هم مبلسون
فقطع دابر القوم ظلموا والحمد لله رب العالمين,فقطع دابر القوم الذين ظلموا والحمد لله رب العالمين
قل أرأيتم الله سمعكم وأبصاركم وختم قلوبكم إله الله يأتيكم انظر نصرف الآيات يصدفون,قل أرأيتم إن أخذ الله سمعكم وأبصاركم وختم على قلوبكم من إله غير الله يأتيكم به انظر كيف نصرف الآيات ثم هم يصدفون
قل أرأيتكم أتاكم عذاب الله جهرة يهلك إلا القوم الظالمون,قل أرأيتكم إن أتاكم عذاب الله بغتة أو جهرة هل يهلك إلا القوم الظالمون
وما نرسل المرسلين إلا مبشرين ومنذرين فمن آمن وأصلح فلا خوف عليهم يحزنون,وما نرسل المرسلين إلا مبشرين ومنذرين فمن آمن وأصلح فلا خوف عليهم ولا هم يحزنون
والذين كذبوا بآياتنا يمسهم العذاب بما كانوا يفسقون,والذين كذبوا بآياتنا يمسهم العذاب بما كانوا يفسقون
قل أقول لكم عندي خزائن الله الغيب أقول لكم إني ملك أتبع إلا يوحى قل يستوي الأعمى والبصير أفلا تتفكرون,قل لا أقول لكم عندي خزائن الله ولا أعلم الغيب ولا أقول لكم إني ملك إن أتبع إلا ما يوحى إلي قل هل يستوي الأعمى والبصير أفلا تتفكرون
وأنذر يخافون يحشروا ربهم دونه ولي شفيع لعلهم يتقون,وأنذر به الذين يخافون أن يحشروا إلى ربهم ليس لهم من دونه ولي ولا شفيع لعلهم يتقون
تطرد يدعون ربهم بالغداة والعشي يريدون وجهه حسابهم شيء وما حسابك عليهم شيء فتطردهم فتكون الظالمين,ولا تطرد الذين يدعون ربهم بالغداة والعشي يريدون وجهه ما عليك من حسابهم من شيء وما من حسابك عليهم من شيء فتطردهم فتكون من الظالمين
وكذلك فتنا بعضهم ببعض ليقولوا أهؤلاء الله عليهم بيننا أليس الله بأعلم بالشاكرين,وكذلك فتنا بعضهم ببعض ليقولوا أهؤلاء من الله عليهم من بيننا أليس الله بأعلم بالشاكرين
وإذا جاءك يؤمنون بآياتنا فقل سلام عليكم كتب ربكم الرحمة عمل منكم سوءا بجهالة تاب بعده وأصلح فأنه غفور رحيم,وإذا جاءك الذين يؤمنون بآياتنا فقل سلام عليكم كتب ربكم على نفسه الرحمة أنه من عمل منكم سوءا بجهالة ثم تاب من بعده وأصلح فأنه غفور رحيم
وكذلك نفصل الآيات ولتستبين سبيل المجرمين,وكذلك نفصل الآيات ولتستبين سبيل المجرمين
قل إني نهيت أعبد تدعون الله قل أتبع أهواءكم ضللت وما المهتدين,قل إني نهيت أن أعبد الذين تدعون من دون الله قل لا أتبع أهواءكم قد ضللت إذا وما أنا من المهتدين
قل إني بينة ربي وكذبتم عندي تستعجلون الحكم إلا لله يقص الحق خير الفاصلين,قل إني على بينة من ربي وكذبتم به ما عندي ما تستعجلون به إن الحكم إلا لله يقص الحق وهو خير الفاصلين
قل عندي تستعجلون لقضي الأمر بيني وبينكم والله بالظالمين,قل لو أن عندي ما تستعجلون به لقضي الأمر بيني وبينكم والله أعلم بالظالمين
وعنده مفاتح الغيب يعلمها إلا ويعلم البر والبحر وما تسقط ورقة إلا يعلمها حبة ظلمات الأرض رطب يابس إلا كتاب مبين,وعنده مفاتح الغيب لا يعلمها إلا هو ويعلم ما في البر والبحر وما تسقط من ورقة إلا يعلمها ولا حبة في ظلمات الأرض ولا رطب ولا يابس إلا في كتاب مبين
يتوفاكم بالليل ويعلم جرحتم بالنهار يبعثكم ليقضى مسمى إليه مرجعكم ينبئكم بما كنتم تعملون,وهو الذي يتوفاكم بالليل ويعلم ما جرحتم بالنهار ثم يبعثكم فيه ليقضى أجل مسمى ثم إليه مرجعكم ثم ينبئكم بما كنتم تعملون
القاهر عباده ويرسل عليكم حفظة جاء أحدكم الموت توفته رسلنا وهم يفرطون,وهو القاهر فوق عباده ويرسل عليكم حفظة حتى إذا جاء أحدكم الموت توفته رسلنا وهم لا يفرطون
ردوا الله مولاهم الحق الحكم أسرع الحاسبين,ثم ردوا إلى الله مولاهم الحق ألا له الحكم وهو أسرع الحاسبين
قل ينجيكم ظلمات البر والبحر تدعونه تضرعا وخفية لئن أنجانا لنكونن الشاكرين,قل من ينجيكم من ظلمات البر والبحر تدعونه تضرعا وخفية لئن أنجانا من هذه لنكونن من الشاكرين
قل الله ينجيكم تشركون,قل الله ينجيكم منها ومن كل كرب ثم أنتم تشركون
قل القادر يبعث عليكم عذابا فوقكم أرجلكم يلبسكم شيعا ويذيق بعضكم بأس انظر نصرف الآيات لعلهم يفقهون,قل هو القادر على أن يبعث عليكم عذابا من فوقكم أو من تحت أرجلكم أو يلبسكم شيعا ويذيق بعضكم بأس بعض انظر كيف نصرف الآيات لعلهم يفقهون
وكذب قومك الحق قل لست عليكم بوكيل,وكذب به قومك وهو الحق قل لست عليكم بوكيل
لكل نبإ مستقر وسوف تعلمون,لكل نبإ مستقر وسوف تعلمون
وإذا رأيت يخوضون آياتنا فأعرض عنهم يخوضوا حديث غيره وإما ينسينك الشيطان فلا تقعد الذكرى القوم الظالمين,وإذا رأيت الذين يخوضون في آياتنا فأعرض عنهم حتى يخوضوا في حديث غيره وإما ينسينك الشيطان فلا تقعد بعد الذكرى مع القوم الظالمين
وما يتقون حسابهم شيء ذكرى لعلهم يتقون,وما على الذين يتقون من حسابهم من شيء ولكن ذكرى لعلهم يتقون
وذر اتخذوا دينهم لعبا ولهوا وغرتهم الحياة الدنيا وذكر تبسل بما كسبت الله ولي شفيع وإن تعدل عدل يؤخذ أبسلوا بما كسبوا شراب حميم وعذاب أليم بما كانوا يكفرون,وذر الذين اتخذوا دينهم لعبا ولهوا وغرتهم الحياة الدنيا وذكر به أن تبسل نفس بما كسبت ليس لها من دون الله ولي ولا شفيع وإن تعدل كل عدل لا يؤخذ منها أولئك الذين أبسلوا بما كسبوا لهم شراب من حميم وعذاب أليم بما كانوا يكفرون
قل أندعو الله ينفعنا يضرنا ونرد أعقابنا هدانا الله كالذي استهوته الشياطين الأرض حيران أصحاب يدعونه الهدى ائتنا قل هدى الله الهدى وأمرنا لنسلم لرب العالمين,قل أندعو من دون الله ما لا ينفعنا ولا يضرنا ونرد على أعقابنا بعد إذ هدانا الله كالذي استهوته الشياطين في الأرض حيران له أصحاب يدعونه إلى الهدى ائتنا قل إن هدى الله هو الهدى وأمرنا لنسلم لرب العالمين
أقيموا الصلاة واتقوه إليه تحشرون,وأن أقيموا الصلاة واتقوه وهو الذي إليه تحشرون
خلق السماوات والأرض بالحق ويوم يقول فيكون قوله الحق الملك ينفخ الصور عالم الغيب والشهادة الحكيم الخبير,وهو الذي خلق السماوات والأرض بالحق ويوم يقول كن فيكون قوله الحق وله الملك يوم ينفخ في الصور عالم الغيب والشهادة وهو الحكيم الخبير
وإذ إبراهيم لأبيه آزر أتتخذ أصناما آلهة إني أراك وقومك ضلال مبين,وإذ قال إبراهيم لأبيه آزر أتتخذ أصناما آلهة إني أراك وقومك في ضلال مبين
وكذلك نري إبراهيم ملكوت السماوات والأرض وليكون الموقنين,وكذلك نري إبراهيم ملكوت السماوات والأرض وليكون من الموقنين
فلما جن الليل كوكبا ربي فلما أفل أحب الآفلين,فلما جن عليه الليل رأى كوكبا قال هذا ربي فلما أفل قال لا أحب الآفلين
فلما القمر بازغا ربي فلما أفل لئن يهدني ربي لأكونن القوم الضالين,فلما رأى القمر بازغا قال هذا ربي فلما أفل قال لئن لم يهدني ربي لأكونن من القوم الضالين
فلما الشمس بازغة ربي أكبر فلما أفلت يا قوم إني بريء تشركون,فلما رأى الشمس بازغة قال هذا ربي هذا أكبر فلما أفلت قال يا قوم إني بريء مما تشركون
إني وجهت وجهي للذي فطر السماوات والأرض حنيفا وما المشركين,إني وجهت وجهي للذي فطر السماوات والأرض حنيفا وما أنا من المشركين
وحاجه قومه أتحاجوني الله هدان أخاف تشركون إلا يشاء ربي شيئا وسع ربي شيء علما أفلا تتذكرون,وحاجه قومه قال أتحاجوني في الله وقد هدان ولا أخاف ما تشركون به إلا أن يشاء ربي شيئا وسع ربي كل شيء علما أفلا تتذكرون
وكيف أخاف أشركتم تخافون أنكم أشركتم بالله ينزل عليكم سلطانا فأي الفريقين أحق بالأمن كنتم تعلمون,وكيف أخاف ما أشركتم ولا تخافون أنكم أشركتم بالله ما لم ينزل به عليكم سلطانا فأي الفريقين أحق بالأمن إن كنتم تعلمون
آمنوا يلبسوا إيمانهم بظلم الأمن وهم مهتدون,الذين آمنوا ولم يلبسوا إيمانهم بظلم أولئك لهم الأمن وهم مهتدون
وتلك حجتنا آتيناها إبراهيم قومه نرفع درجات نشاء ربك حكيم عليم,وتلك حجتنا آتيناها إبراهيم على قومه نرفع درجات من نشاء إن ربك حكيم عليم
ووهبنا إسحاق ويعقوب كلا هدينا ونوحا هدينا ذريته داوود وسليمان وأيوب ويوسف وموسى وهارون وكذلك نجزي المحسنين,ووهبنا له إسحاق ويعقوب كلا هدينا ونوحا هدينا من قبل ومن ذريته داوود وسليمان وأيوب ويوسف وموسى وهارون وكذلك نجزي المحسنين
وزكريا ويحيى وعيسى وإلياس الصالحين,وزكريا ويحيى وعيسى وإلياس كل من الصالحين
وإسماعيل واليسع ويونس ولوطا وكلا فضلنا العالمين,وإسماعيل واليسع ويونس ولوطا وكلا فضلنا على العالمين
آبائهم وذرياتهم وإخوانهم واجتبيناهم وهديناهم صراط مستقيم,ومن آبائهم وذرياتهم وإخوانهم واجتبيناهم وهديناهم إلى صراط مستقيم
هدى الله يهدي يشاء عباده ولو أشركوا لحبط عنهم كانوا يعملون,ذلك هدى الله يهدي به من يشاء من عباده ولو أشركوا لحبط عنهم ما كانوا يعملون
آتيناهم الكتاب والحكم والنبوة يكفر وكلنا قوما ليسوا بكافرين,أولئك الذين آتيناهم الكتاب والحكم والنبوة فإن يكفر بها هؤلاء فقد وكلنا بها قوما ليسوا بها بكافرين
هدى الله فبهداهم اقتده قل أسألكم أجرا إلا ذكرى للعالمين,أولئك الذين هدى الله فبهداهم اقتده قل لا أسألكم عليه أجرا إن هو إلا ذكرى للعالمين
وما قدروا الله حق قدره قالوا أنزل الله بشر شيء قل أنزل الكتاب جاء موسى نورا وهدى للناس تجعلونه قراطيس تبدونها وتخفون وعلمتم تعلموا آباؤكم قل الله ذرهم خوضهم يلعبون,وما قدروا الله حق قدره إذ قالوا ما أنزل الله على بشر من شيء قل من أنزل الكتاب الذي جاء به موسى نورا وهدى للناس تجعلونه قراطيس تبدونها وتخفون كثيرا وعلمتم ما لم تعلموا أنتم ولا آباؤكم قل الله ثم ذرهم في خوضهم يلعبون
كتاب أنزلناه مبارك مصدق يديه ولتنذر القرى حولها والذين يؤمنون بالآخرة يؤمنون وهم صلاتهم يحافظون,وهذا كتاب أنزلناه مبارك مصدق الذي بين يديه ولتنذر أم القرى ومن حولها والذين يؤمنون بالآخرة يؤمنون به وهم على صلاتهم يحافظون
أظلم ممن افترى الله كذبا أوحي يوح إليه شيء سأنزل أنزل الله ولو ترى الظالمون غمرات الموت والملائكة باسطو أيديهم أخرجوا أنفسكم تجزون عذاب الهون بما كنتم تقولون الله الحق وكنتم آياته تستكبرون,ومن أظلم ممن افترى على الله كذبا أو قال أوحي إلي ولم يوح إليه شيء ومن قال سأنزل مثل ما أنزل الله ولو ترى إذ الظالمون في غمرات الموت والملائكة باسطو أيديهم أخرجوا أنفسكم اليوم تجزون عذاب الهون بما كنتم تقولون على الله غير الحق وكنتم عن آياته تستكبرون
ولقد جئتمونا خلقناكم مرة وتركتم خولناكم وراء ظهوركم وما نرى معكم شفعاءكم زعمتم أنهم فيكم شركاء لقد تقطع بينكم وضل عنكم كنتم تزعمون,ولقد جئتمونا فرادى كما خلقناكم أول مرة وتركتم ما خولناكم وراء ظهوركم وما نرى معكم شفعاءكم الذين زعمتم أنهم فيكم شركاء لقد تقطع بينكم وضل عنكم ما كنتم تزعمون
الله فالق الحب والنوى يخرج الحي الميت ومخرج الميت الحي ذلكم الله فأنى تؤفكون,إن الله فالق الحب والنوى يخرج الحي من الميت ومخرج الميت من الحي ذلكم الله فأنى تؤفكون
فالق الإصباح وجعل الليل سكنا والشمس والقمر حسبانا تقدير العزيز العليم,فالق الإصباح وجعل الليل سكنا والشمس والقمر حسبانا ذلك تقدير العزيز العليم
لكم النجوم لتهتدوا ظلمات البر والبحر فصلنا الآيات لقوم يعلمون,وهو الذي جعل لكم النجوم لتهتدوا بها في ظلمات البر والبحر قد فصلنا الآيات لقوم يعلمون
أنشأكم واحدة فمستقر ومستودع فصلنا الآيات لقوم يفقهون,وهو الذي أنشأكم من نفس واحدة فمستقر ومستودع قد فصلنا الآيات لقوم يفقهون
أنزل السماء ماء فأخرجنا نبات شيء فأخرجنا خضرا نخرج حبا متراكبا النخل طلعها قنوان دانية وجنات أعناب والزيتون والرمان مشتبها وغير متشابه انظروا ثمره أثمر وينعه ذلكم لآيات لقوم يؤمنون,وهو الذي أنزل من السماء ماء فأخرجنا به نبات كل شيء فأخرجنا منه خضرا نخرج منه حبا متراكبا ومن النخل من طلعها قنوان دانية وجنات من أعناب والزيتون والرمان مشتبها وغير متشابه انظروا إلى ثمره إذا أثمر وينعه إن في ذلكم لآيات لقوم يؤمنون
وجعلوا لله شركاء الجن وخلقهم وخرقوا بنين وبنات بغير سبحانه وتعالى عما يصفون,وجعلوا لله شركاء الجن وخلقهم وخرقوا له بنين وبنات بغير علم سبحانه وتعالى عما يصفون
بديع السماوات والأرض أنى ولد تكن صاحبة وخلق شيء بكل شيء عليم,بديع السماوات والأرض أنى يكون له ولد ولم تكن له صاحبة وخلق كل شيء وهو بكل شيء عليم
ذلكم الله ربكم إله إلا خالق شيء فاعبدوه شيء وكيل,ذلكم الله ربكم لا إله إلا هو خالق كل شيء فاعبدوه وهو على كل شيء وكيل
تدركه الأبصار يدرك الأبصار اللطيف الخبير,لا تدركه الأبصار وهو يدرك الأبصار وهو اللطيف الخبير
جاءكم بصائر ربكم فمن أبصر فلنفسه عمي فعليها وما عليكم بحفيظ,قد جاءكم بصائر من ربكم فمن أبصر فلنفسه ومن عمي فعليها وما أنا عليكم بحفيظ
وكذلك نصرف الآيات وليقولوا درست ولنبينه لقوم يعلمون,وكذلك نصرف الآيات وليقولوا درست ولنبينه لقوم يعلمون
اتبع أوحي إليك ربك إله إلا وأعرض المشركين,اتبع ما أوحي إليك من ربك لا إله إلا هو وأعرض عن المشركين
ولو شاء الله أشركوا وما جعلناك عليهم حفيظا وما عليهم بوكيل,ولو شاء الله ما أشركوا وما جعلناك عليهم حفيظا وما أنت عليهم بوكيل
تسبوا يدعون الله فيسبوا الله عدوا بغير زينا لكل أمة عملهم ربهم مرجعهم فينبئهم بما كانوا يعملون,ولا تسبوا الذين يدعون من دون الله فيسبوا الله عدوا بغير علم كذلك زينا لكل أمة عملهم ثم إلى ربهم مرجعهم فينبئهم بما كانوا يعملون
وأقسموا بالله جهد أيمانهم لئن جاءتهم آية ليؤمنن قل إنما الآيات الله وما يشعركم أنها جاءت يؤمنون,وأقسموا بالله جهد أيمانهم لئن جاءتهم آية ليؤمنن بها قل إنما الآيات عند الله وما يشعركم أنها إذا جاءت لا يؤمنون
ونقلب أفئدتهم وأبصارهم يؤمنوا مرة ونذرهم طغيانهم يعمهون,ونقلب أفئدتهم وأبصارهم كما لم يؤمنوا به أول مرة ونذرهم في طغيانهم يعمهون
ولو أننا نزلنا إليهم الملائكة وكلمهم الموتى وحشرنا عليهم شيء قبلا كانوا ليؤمنوا إلا يشاء الله أكثرهم يجهلون,ولو أننا نزلنا إليهم الملائكة وكلمهم الموتى وحشرنا عليهم كل شيء قبلا ما كانوا ليؤمنوا إلا أن يشاء الله ولكن أكثرهم يجهلون
وكذلك جعلنا لكل نبي عدوا شياطين الإنس والجن يوحي بعضهم زخرف القول غرورا ولو شاء ربك فعلوه فذرهم وما يفترون,وكذلك جعلنا لكل نبي عدوا شياطين الإنس والجن يوحي بعضهم إلى بعض زخرف القول غرورا ولو شاء ربك ما فعلوه فذرهم وما يفترون
ولتصغى إليه أفئدة يؤمنون بالآخرة وليرضوه وليقترفوا مقترفون,ولتصغى إليه أفئدة الذين لا يؤمنون بالآخرة وليرضوه وليقترفوا ما هم مقترفون
أفغير الله أبتغي حكما أنزل الكتاب مفصلا والذين آتيناهم الكتاب يعلمون منزل ربك بالحق فلا تكونن الممترين,أفغير الله أبتغي حكما وهو الذي أنزل إليكم الكتاب مفصلا والذين آتيناهم الكتاب يعلمون أنه منزل من ربك بالحق فلا تكونن من الممترين
وتمت كلمت ربك وعدلا مبدل لكلماته السميع العليم,وتمت كلمت ربك صدقا وعدلا لا مبدل لكلماته وهو السميع العليم
وإن تطع أكثر الأرض يضلوك سبيل الله يتبعون إلا الظن وإن إلا يخرصون,وإن تطع أكثر من في الأرض يضلوك عن سبيل الله إن يتبعون إلا الظن وإن هم إلا يخرصون
ربك يضل سبيله بالمهتدين,إن ربك هو أعلم من يضل عن سبيله وهو أعلم بالمهتدين
فكلوا ذكر اسم الله كنتم بآياته مؤمنين,فكلوا مما ذكر اسم الله عليه إن كنتم بآياته مؤمنين
وما لكم تأكلوا ذكر اسم الله فصل لكم حرم عليكم إلا اضطررتم إليه وإن ليضلون بأهوائهم بغير ربك بالمعتدين,وما لكم ألا تأكلوا مما ذكر اسم الله عليه وقد فصل لكم ما حرم عليكم إلا ما اضطررتم إليه وإن كثيرا ليضلون بأهوائهم بغير علم إن ربك هو أعلم بالمعتدين
وذروا ظاهر الإثم وباطنه يكسبون الإثم سيجزون بما كانوا يقترفون,وذروا ظاهر الإثم وباطنه إن الذين يكسبون الإثم سيجزون بما كانوا يقترفون
تأكلوا يذكر اسم الله وإنه لفسق وإن الشياطين ليوحون أوليائهم ليجادلوكم وإن أطعتموهم إنكم لمشركون,ولا تأكلوا مما لم يذكر اسم الله عليه وإنه لفسق وإن الشياطين ليوحون إلى أوليائهم ليجادلوكم وإن أطعتموهم إنكم لمشركون
أومن ميتا فأحييناه وجعلنا نورا يمشي الناس كمن مثله الظلمات بخارج زين للكافرين كانوا يعملون,أومن كان ميتا فأحييناه وجعلنا له نورا يمشي به في الناس كمن مثله في الظلمات ليس بخارج منها كذلك زين للكافرين ما كانوا يعملون
وكذلك جعلنا قرية أكابر مجرميها ليمكروا وما يمكرون إلا بأنفسهم وما يشعرون,وكذلك جعلنا في كل قرية أكابر مجرميها ليمكروا فيها وما يمكرون إلا بأنفسهم وما يشعرون
وإذا جاءتهم آية قالوا نؤمن نؤتى أوتي رسل الله الله يجعل رسالته سيصيب أجرموا صغار الله وعذاب شديد بما كانوا يمكرون,وإذا جاءتهم آية قالوا لن نؤمن حتى نؤتى مثل ما أوتي رسل الله الله أعلم حيث يجعل رسالته سيصيب الذين أجرموا صغار عند الله وعذاب شديد بما كانوا يمكرون
فمن يرد الله يهديه يشرح صدره للإسلام يرد يضله يجعل صدره ضيقا حرجا كأنما يصعد السماء يجعل الله الرجس يؤمنون,فمن يرد الله أن يهديه يشرح صدره للإسلام ومن يرد أن يضله يجعل صدره ضيقا حرجا كأنما يصعد في السماء كذلك يجعل الله الرجس على الذين لا يؤمنون
صراط ربك مستقيما فصلنا الآيات لقوم يذكرون,وهذا صراط ربك مستقيما قد فصلنا الآيات لقوم يذكرون
دار السلام ربهم وليهم بما كانوا يعملون,لهم دار السلام عند ربهم وهو وليهم بما كانوا يعملون
ويوم يحشرهم جميعا يا معشر الجن استكثرتم الإنس أولياؤهم الإنس ربنا استمتع بعضنا ببعض وبلغنا أجلنا أجلت لنا النار مثواكم خالدين إلا شاء الله ربك حكيم عليم,ويوم يحشرهم جميعا يا معشر الجن قد استكثرتم من الإنس وقال أولياؤهم من الإنس ربنا استمتع بعضنا ببعض وبلغنا أجلنا الذي أجلت لنا قال النار مثواكم خالدين فيها إلا ما شاء الله إن ربك حكيم عليم
وكذلك نولي الظالمين بعضا بما كانوا يكسبون,وكذلك نولي بعض الظالمين بعضا بما كانوا يكسبون
يا معشر الجن والإنس ألم يأتكم رسل منكم يقصون عليكم آياتي وينذرونكم يومكم قالوا شهدنا أنفسنا وغرتهم الحياة الدنيا وشهدوا أنفسهم أنهم كانوا كافرين,يا معشر الجن والإنس ألم يأتكم رسل منكم يقصون عليكم آياتي وينذرونكم لقاء يومكم هذا قالوا شهدنا على أنفسنا وغرتهم الحياة الدنيا وشهدوا على أنفسهم أنهم كانوا كافرين
يكن ربك مهلك القرى بظلم وأهلها غافلون,ذلك أن لم يكن ربك مهلك القرى بظلم وأهلها غافلون
ولكل درجات عملوا وما ربك بغافل عما يعملون,ولكل درجات مما عملوا وما ربك بغافل عما يعملون
وربك الغني الرحمة يشأ يذهبكم ويستخلف بعدكم يشاء أنشأكم ذرية قوم آخرين,وربك الغني ذو الرحمة إن يشأ يذهبكم ويستخلف من بعدكم ما يشاء كما أنشأكم من ذرية قوم آخرين
توعدون لآت وما بمعجزين,إن ما توعدون لآت وما أنتم بمعجزين
قل يا قوم اعملوا مكانتكم إني عامل فسوف تعلمون عاقبة الدار إنه يفلح الظالمون,قل يا قوم اعملوا على مكانتكم إني عامل فسوف تعلمون من تكون له عاقبة الدار إنه لا يفلح الظالمون
وجعلوا لله ذرأ الحرث والأنعام نصيبا فقالوا لله بزعمهم لشركائنا فما لشركائهم فلا يصل الله وما لله يصل شركائهم يحكمون,وجعلوا لله مما ذرأ من الحرث والأنعام نصيبا فقالوا هذا لله بزعمهم وهذا لشركائنا فما كان لشركائهم فلا يصل إلى الله وما كان لله فهو يصل إلى شركائهم ساء ما يحكمون
وكذلك زين لكثير المشركين قتل أولادهم شركاؤهم ليردوهم وليلبسوا عليهم دينهم ولو شاء الله فعلوه فذرهم وما يفترون,وكذلك زين لكثير من المشركين قتل أولادهم شركاؤهم ليردوهم وليلبسوا عليهم دينهم ولو شاء الله ما فعلوه فذرهم وما يفترون
وقالوا أنعام وحرث حجر يطعمها إلا نشاء بزعمهم وأنعام حرمت ظهورها وأنعام يذكرون اسم الله افتراء سيجزيهم بما كانوا يفترون,وقالوا هذه أنعام وحرث حجر لا يطعمها إلا من نشاء بزعمهم وأنعام حرمت ظهورها وأنعام لا يذكرون اسم الله عليها افتراء عليه سيجزيهم بما كانوا يفترون
